Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Composite,2
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Contributing,25
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Full Primary,6
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Intermediate,3
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Secondary (Year 7-15),3
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Secondary (Year 9-15),4
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Special School,1
Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Teen Parent Unit,1
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Composite,2
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Contributing,25
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Full Primary,6
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Intermediate,3
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Secondary (Year 7-15),3
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Secondary (Year 9-15),4
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Special School,1
Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Teen Parent Unit,1
Tauranga City,Theft and Related Offences,3956,1017984,158300,Composite,2
Tauranga City,Theft and Related Offences,3956,1017984,158300,Contributing,25
Tauranga City,Theft and Related Offences,3956,1017984,158300,Full Primary,6
Tauranga City,Theft and Related Offences,3956,1017984,158300,Intermediate,3
Tauranga City,Theft and Related Offences,3956,1017984,158300,Secondary (Year 7-15),3
Tauranga City,Theft and Related Offences,3956,1017984,158300,Secondary (Year 9-15),4
Tauranga City,Theft and Related Offences,3956,1017984,158300,Special School,1
Tauranga City,Theft and Related Offences,3956,1017984,158300,Teen Parent Unit,1
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Composite,2
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Contributing,25
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Full Primary,6
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Intermediate,3
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Secondary (Year 7-15),3
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Secondary (Year 9-15),4
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Special School,1
Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Teen Parent Unit,1
Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Composite,4
Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Full Primary,17
Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Secondary (Year 9-15),1
Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Composite,4
Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Full Primary,17
Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Secondary (Year 9-15),1
Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Composite,4
Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Full Primary,17
Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Secondary (Year 9-15),1
Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Composite,4
Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Full Primary,17
Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Secondary (Year 9-15),1
Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Composite,4
Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Full Primary,17
Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Secondary (Year 9-15),1
Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Composite,1
Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Contributing,4
Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Full Primary,16
Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Secondary (Year 7-15),3
Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Secondary (Year 9-15),4
Timaru District,Acts Intended to Cause Injury,221,500787,48500,Composite,1
Timaru District,Acts Intended to Cause Injury,221,500787,48500,Contributing,4
Timaru District,Acts Intended to Cause Injury,221,500787,48500,Full Primary,16
Timaru District,Acts Intended to Cause Injury,221,500787,48500,Secondary (Year 7-15),3
Timaru District,Acts Intended to Cause Injury,221,500787,48500,Secondary (Year 9-15),4
Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Composite,1
Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Contributing,4
Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Full Primary,16
Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Secondary (Year 7-15),3
Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Secondary (Year 9-15),4
Timaru District,Sexual Assault and Related Offences,37,500787,48500,Composite,1
Timaru District,Sexual Assault and Related Offences,37,500787,48500,Contributing,4
Timaru District,Sexual Assault and Related Offences,37,500787,48500,Full Primary,16
Timaru District,Sexual Assault and Related Offences,37,500787,48500,Secondary (Year 7-15),3
Timaru District,Sexual Assault and Related Offences,37,500787,48500,Secondary (Year 9-15),4
Timaru District,Theft and Related Offences,485,500787,48500,Composite,1
Timaru District,Theft and Related Offences,485,500787,48500,Contributing,4
Timaru District,Theft and Related Offences,485,500787,48500,Full Primary,16
Timaru District,Theft and Related Offences,485,500787,48500,Secondary (Year 7-15),3
Timaru District,Theft and Related Offences,485,500787,48500,Secondary (Year 9-15),4
Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Composite,1
Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Contributing,4
Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Full Primary,16
Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Secondary (Year 7-15),3
Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Secondary (Year 9-15),4
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Composite,1
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Contributing,11
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Full Primary,2
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Intermediate,2
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Teen Parent Unit,1
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Composite,1
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Contributing,11
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Full Primary,2
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Intermediate,2
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Teen Parent Unit,1
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Composite,1
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Contributing,11
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Full Primary,2
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Intermediate,2
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Teen Parent Unit,1
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Composite,1
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Contributing,11
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Full Primary,2
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Intermediate,2
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Teen Parent Unit,1
Upper Hutt City,Theft and Related Offences,935,725534,47700,Composite,1
Upper Hutt City,Theft and Related Offences,935,725534,47700,Contributing,11
Upper Hutt City,Theft and Related Offences,935,725534,47700,Full Primary,2
Upper Hutt City,Theft and Related Offences,935,725534,47700,Intermediate,2
Upper Hutt City,Theft and Related Offences,935,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,Theft and Related Offences,935,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,Theft and Related Offences,935,725534,47700,Teen Parent Unit,1
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Composite,1
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Contributing,11
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Full Primary,2
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Intermediate,2
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Secondary (Year 7-15),1
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Secondary (Year 9-15),3
Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Teen Parent Unit,1
Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Composite,4
Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Contributing,10
Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Full Primary,41
Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Secondary (Year 7-15),2
Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Secondary (Year 9-15),2
Waikato District,Acts Intended to Cause Injury,590,726521,88900,Composite,4
Waikato District,Acts Intended to Cause Injury,590,726521,88900,Contributing,10
Waikato District,Acts Intended to Cause Injury,590,726521,88900,Full Primary,41
Waikato District,Acts Intended to Cause Injury,590,726521,88900,Secondary (Year 7-15),2
Waikato District,Acts Intended to Cause Injury,590,726521,88900,Secondary (Year 9-15),2
Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Composite,4
Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Contributing,10
Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Full Primary,41
Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Secondary (Year 7-15),2
Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Secondary (Year 9-15),2
Waikato District,Sexual Assault and Related Offences,54,726521,88900,Composite,4
Waikato District,Sexual Assault and Related Offences,54,726521,88900,Contributing,10
Waikato District,Sexual Assault and Related Offences,54,726521,88900,Full Primary,41
Waikato District,Sexual Assault and Related Offences,54,726521,88900,Secondary (Year 7-15),2
Waikato District,Sexual Assault and Related Offences,54,726521,88900,Secondary (Year 9-15),2
Waikato District,Theft and Related Offences,1091,726521,88900,Composite,4
Waikato District,Theft and Related Offences,1091,726521,88900,Contributing,10
Waikato District,Theft and Related Offences,1091,726521,88900,Full Primary,41
Waikato District,Theft and Related Offences,1091,726521,88900,Secondary (Year 7-15),2
Waikato District,Theft and Related Offences,1091,726521,88900,Secondary (Year 9-15),2
Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Composite,4
Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Contributing,10
Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Full Primary,41
Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Secondary (Year 7-15),2
Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Secondary (Year 9-15),2
Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Composite,2
Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Full Primary,22
Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Secondary (Year 9-15),2
Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Teen Parent Unit,1
Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Composite,2
Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Full Primary,22
Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Secondary (Year 9-15),2
Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Teen Parent Unit,1
Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Composite,2
Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Full Primary,22
Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Secondary (Year 9-15),2
Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Teen Parent Unit,1
Waimakariri District,Theft and Related Offences,799,697534,67900,Composite,2
Waimakariri District,Theft and Related Offences,799,697534,67900,Full Primary,22
Waimakariri District,Theft and Related Offences,799,697534,67900,Secondary (Year 9-15),2
Waimakariri District,Theft and Related Offences,799,697534,67900,Teen Parent Unit,1
Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Composite,2
Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Full Primary,22
Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Secondary (Year 9-15),2
Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Teen Parent Unit,1
Waimate District,Acts Intended to Cause Injury,36,442382,8320,Contributing,2
Waimate District,Acts Intended to Cause Injury,36,442382,8320,Full Primary,6
Waimate District,Acts Intended to Cause Injury,36,442382,8320,Secondary (Year 7-15),1
Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Contributing,2
Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Full Primary,6
Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Secondary (Year 7-15),1
Waimate District,Sexual Assault and Related Offences,6,442382,8320,Contributing,2
Waimate District,Sexual Assault and Related Offences,6,442382,8320,Full Primary,6
Waimate District,Sexual Assault and Related Offences,6,442382,8320,Secondary (Year 7-15),1
Waimate District,Theft and Related Offences,30,442382,8320,Contributing,2
Waimate District,Theft and Related Offences,30,442382,8320,Full Primary,6
Waimate District,Theft and Related Offences,30,442382,8320,Secondary (Year 7-15),1
Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Contributing,2
Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Full Primary,6
Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Secondary (Year 7-15),1
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Composite,1
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Contributing,11
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Full Primary,19
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Intermediate,1
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Restricted Composite (Year 7-10),1
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Secondary (Year 7-15),1
Waipa District,Acts Intended to Cause Injury,281,871229,60500,Secondary (Year 9-15),2
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Composite,1
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Contributing,11
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Full Primary,19
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Intermediate,1
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Restricted Composite (Year 7-10),1
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Secondary (Year 7-15),1
Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Secondary (Year 9-15),2
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Composite,1
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Contributing,11
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Full Primary,19
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Intermediate,1
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Restricted Composite (Year 7-10),1
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Secondary (Year 7-15),1
Waipa District,Sexual Assault and Related Offences,39,871229,60500,Secondary (Year 9-15),2
Waipa District,Theft and Related Offences,944,871229,60500,Composite,1
Waipa District,Theft and Related Offences,944,871229,60500,Contributing,11
Waipa District,Theft and Related Offences,944,871229,60500,Full Primary,19
Waipa District,Theft and Related Offences,944,871229,60500,Intermediate,1
Waipa District,Theft and Related Offences,944,871229,60500,Restricted Composite (Year 7-10),1
Waipa District,Theft and Related Offences,944,871229,60500,Secondary (Year 7-15),1
Waipa District,Theft and Related Offences,944,871229,60500,Secondary (Year 9-15),2
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Composite,1
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Contributing,11
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Full Primary,19
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Intermediate,1
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Restricted Composite (Year 7-10),1
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Secondary (Year 7-15),1
Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Secondary (Year 9-15),2
Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Composite,1
Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Contributing,3
Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Full Primary,9
Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Secondary (Year 7-15),1
Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Composite,1
Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Contributing,3
Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Full Primary,9
Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Secondary (Year 7-15),1
Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Composite,1
Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Contributing,3
Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Full Primary,9
Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Secondary (Year 7-15),1
Wairoa District,Theft and Related Offences,81,417440,9190,Composite,1
Wairoa District,Theft and Related Offences,81,417440,9190,Contributing,3
Wairoa District,Theft and Related Offences,81,417440,9190,Full Primary,9
Wairoa District,Theft and Related Offences,81,417440,9190,Secondary (Year 7-15),1
Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Composite,1
Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Contributing,3
Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Full Primary,9
Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Secondary (Year 7-15),1
Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Contributing,4
Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Full Primary,13
Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Intermediate,1
Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Secondary (Year 7-15),1
Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Secondary (Year 9-15),3
Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Contributing,4
Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Full Primary,13
Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Intermediate,1
Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Secondary (Year 7-15),1
Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Secondary (Year 9-15),3
Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Contributing,4
Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Full Primary,13
Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Intermediate,1
Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Secondary (Year 7-15),1
Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Secondary (Year 9-15),3
Waitaki District,Theft and Related Offences,128,467713,24000,Contributing,4
Waitaki District,Theft and Related Offences,128,467713,24000,Full Primary,13
Waitaki District,Theft and Related Offences,128,467713,24000,Intermediate,1
Waitaki District,Theft and Related Offences,128,467713,24000,Secondary (Year 7-15),1
Waitaki District,Theft and Related Offences,128,467713,24000,Secondary (Year 9-15),3
Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Contributing,4
Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Full Primary,13
Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Intermediate,1
Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Secondary (Year 7-15),1
Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Secondary (Year 9-15),3
Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Composite,1
Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Contributing,2
Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Full Primary,12
Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Secondary (Year 7-15),1
Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Secondary (Year 9-15),1
Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Composite,1
Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Contributing,2
Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Full Primary,12
Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Secondary (Year 7-15),1
Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Secondary (Year 9-15),1
Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Composite,1
Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Contributing,2
Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Full Primary,12
Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Secondary (Year 7-15),1
Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Secondary (Year 9-15),1
Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Composite,1
Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Contributing,2
Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Full Primary,12
Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Secondary (Year 7-15),1
Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Secondary (Year 9-15),1
Waitomo District,Theft and Related Offences,113,398629,9670,Composite,1
Waitomo District,Theft and Related Offences,113,398629,9670,Contributing,2
Waitomo District,Theft and Related Offences,113,398629,9670,Full Primary,12
Waitomo District,Theft and Related Offences,113,398629,9670,Secondary (Year 7-15),1
Waitomo District,Theft and Related Offences,113,398629,9670,Secondary (Year 9-15),1
Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Composite,1
Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Contributing,2
Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Full Primary,12
Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Secondary (Year 7-15),1
Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Secondary (Year 9-15),1
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Composite,3
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Contributing,11
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Full Primary,17
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Intermediate,2
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Secondary (Year 7-15),1
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Secondary (Year 9-15),5
Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Special School,1
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Composite,3
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Contributing,11
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Full Primary,17
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Intermediate,2
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Secondary (Year 7-15),1
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Secondary (Year 9-15),5
Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Special School,1
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Composite,3
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Contributing,11
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Full Primary,17
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Intermediate,2
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Secondary (Year 7-15),1
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Secondary (Year 9-15),5
Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Special School,1
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Composite,3
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Contributing,11
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Full Primary,17
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Intermediate,2
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Secondary (Year 7-15),1
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Secondary (Year 9-15),5
Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Special School,1
Whanganui District,Theft and Related Offences,1044,499207,48700,Composite,3
Whanganui District,Theft and Related Offences,1044,499207,48700,Contributing,11
Whanganui District,Theft and Related Offences,1044,499207,48700,Full Primary,17
Whanganui District,Theft and Related Offences,1044,499207,48700,Intermediate,2
Whanganui District,Theft and Related Offences,1044,499207,48700,Secondary (Year 7-15),1
Whanganui District,Theft and Related Offences,1044,499207,48700,Secondary (Year 9-15),5
Whanganui District,Theft and Related Offences,1044,499207,48700,Special School,1
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Composite,3
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Contributing,11
Whanganui District,"Unlawful Entry With Intent/Burglary, Break and Enter",448,499207,48700,Full Primary,17
