X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
284,Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Secondary (Year 9-15),4
284,Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Special School,1
284,Tauranga City,"Robbery, Extortion and Related Offences",74,1017984,158300,Teen Parent Unit,1
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Composite,2
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Contributing,25
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Full Primary,6
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Intermediate,3
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Secondary (Year 7-15),3
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Secondary (Year 9-15),4
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Special School,1
285,Tauranga City,Sexual Assault and Related Offences,141,1017984,158300,Teen Parent Unit,1
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Composite,2
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Contributing,25
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Full Primary,6
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Intermediate,3
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Secondary (Year 7-15),3
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Secondary (Year 9-15),4
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Special School,1
286,Tauranga City,Theft and Related Offences,3956,1017984,158300,Teen Parent Unit,1
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Composite,2
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Contributing,25
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Full Primary,6
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Intermediate,3
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Secondary (Year 7-15),3
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Secondary (Year 9-15),4
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Special School,1
287,Tauranga City,"Unlawful Entry With Intent/Burglary, Break and Enter",1002,1017984,158300,Teen Parent Unit,1
288,Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Composite,4
288,Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Full Primary,17
288,Thames-Coromandel District,Acts Intended to Cause Injury,213,1157623,33700,Secondary (Year 9-15),1
289,Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Composite,4
289,Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Full Primary,17
289,Thames-Coromandel District,"Robbery, Extortion and Related Offences",16,1157623,33700,Secondary (Year 9-15),1
290,Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Composite,4
290,Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Full Primary,17
290,Thames-Coromandel District,Sexual Assault and Related Offences,19,1157623,33700,Secondary (Year 9-15),1
291,Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Composite,4
291,Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Full Primary,17
291,Thames-Coromandel District,Theft and Related Offences,434,1157623,33700,Secondary (Year 9-15),1
292,Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Composite,4
292,Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Full Primary,17
292,Thames-Coromandel District,"Unlawful Entry With Intent/Burglary, Break and Enter",247,1157623,33700,Secondary (Year 9-15),1
293,Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Composite,1
293,Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Contributing,4
293,Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Full Primary,16
293,Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Secondary (Year 7-15),3
293,Timaru District,"Abduction, Harassment and Other Related Offences Against a Person",2,500787,48500,Secondary (Year 9-15),4
294,Timaru District,Acts Intended to Cause Injury,221,500787,48500,Composite,1
294,Timaru District,Acts Intended to Cause Injury,221,500787,48500,Contributing,4
294,Timaru District,Acts Intended to Cause Injury,221,500787,48500,Full Primary,16
294,Timaru District,Acts Intended to Cause Injury,221,500787,48500,Secondary (Year 7-15),3
294,Timaru District,Acts Intended to Cause Injury,221,500787,48500,Secondary (Year 9-15),4
295,Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Composite,1
295,Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Contributing,4
295,Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Full Primary,16
295,Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Secondary (Year 7-15),3
295,Timaru District,"Robbery, Extortion and Related Offences",8,500787,48500,Secondary (Year 9-15),4
296,Timaru District,Sexual Assault and Related Offences,37,500787,48500,Composite,1
296,Timaru District,Sexual Assault and Related Offences,37,500787,48500,Contributing,4
296,Timaru District,Sexual Assault and Related Offences,37,500787,48500,Full Primary,16
296,Timaru District,Sexual Assault and Related Offences,37,500787,48500,Secondary (Year 7-15),3
296,Timaru District,Sexual Assault and Related Offences,37,500787,48500,Secondary (Year 9-15),4
297,Timaru District,Theft and Related Offences,485,500787,48500,Composite,1
297,Timaru District,Theft and Related Offences,485,500787,48500,Contributing,4
297,Timaru District,Theft and Related Offences,485,500787,48500,Full Primary,16
297,Timaru District,Theft and Related Offences,485,500787,48500,Secondary (Year 7-15),3
297,Timaru District,Theft and Related Offences,485,500787,48500,Secondary (Year 9-15),4
298,Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Composite,1
298,Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Contributing,4
298,Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Full Primary,16
298,Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Secondary (Year 7-15),3
298,Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",201,500787,48500,Secondary (Year 9-15),4
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Composite,1
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Contributing,11
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Full Primary,2
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Intermediate,2
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Secondary (Year 7-15),1
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Secondary (Year 9-15),3
299,Upper Hutt City,"Abduction, Harassment and Other Related Offences Against a Person",6,725534,47700,Teen Parent Unit,1
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Composite,1
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Contributing,11
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Full Primary,2
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Intermediate,2
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Secondary (Year 7-15),1
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Secondary (Year 9-15),3
300,Upper Hutt City,Acts Intended to Cause Injury,404,725534,47700,Teen Parent Unit,1
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Composite,1
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Contributing,11
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Full Primary,2
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Intermediate,2
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Secondary (Year 7-15),1
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Secondary (Year 9-15),3
301,Upper Hutt City,"Robbery, Extortion and Related Offences",24,725534,47700,Teen Parent Unit,1
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Composite,1
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Contributing,11
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Full Primary,2
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Intermediate,2
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Secondary (Year 7-15),1
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Secondary (Year 9-15),3
302,Upper Hutt City,Sexual Assault and Related Offences,49,725534,47700,Teen Parent Unit,1
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Composite,1
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Contributing,11
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Full Primary,2
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Intermediate,2
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Secondary (Year 7-15),1
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Secondary (Year 9-15),3
303,Upper Hutt City,Theft and Related Offences,935,725534,47700,Teen Parent Unit,1
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Composite,1
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Contributing,11
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Full Primary,2
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Intermediate,2
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Secondary (Year 7-15),1
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Secondary (Year 9-15),3
304,Upper Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",211,725534,47700,Teen Parent Unit,1
305,Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Composite,4
305,Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Contributing,10
305,Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Full Primary,41
305,Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Secondary (Year 7-15),2
305,Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",9,726521,88900,Secondary (Year 9-15),2
306,Waikato District,Acts Intended to Cause Injury,590,726521,88900,Composite,4
306,Waikato District,Acts Intended to Cause Injury,590,726521,88900,Contributing,10
306,Waikato District,Acts Intended to Cause Injury,590,726521,88900,Full Primary,41
306,Waikato District,Acts Intended to Cause Injury,590,726521,88900,Secondary (Year 7-15),2
306,Waikato District,Acts Intended to Cause Injury,590,726521,88900,Secondary (Year 9-15),2
307,Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Composite,4
307,Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Contributing,10
307,Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Full Primary,41
307,Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Secondary (Year 7-15),2
307,Waikato District,"Robbery, Extortion and Related Offences",38,726521,88900,Secondary (Year 9-15),2
308,Waikato District,Sexual Assault and Related Offences,54,726521,88900,Composite,4
308,Waikato District,Sexual Assault and Related Offences,54,726521,88900,Contributing,10
308,Waikato District,Sexual Assault and Related Offences,54,726521,88900,Full Primary,41
308,Waikato District,Sexual Assault and Related Offences,54,726521,88900,Secondary (Year 7-15),2
308,Waikato District,Sexual Assault and Related Offences,54,726521,88900,Secondary (Year 9-15),2
309,Waikato District,Theft and Related Offences,1091,726521,88900,Composite,4
309,Waikato District,Theft and Related Offences,1091,726521,88900,Contributing,10
309,Waikato District,Theft and Related Offences,1091,726521,88900,Full Primary,41
309,Waikato District,Theft and Related Offences,1091,726521,88900,Secondary (Year 7-15),2
309,Waikato District,Theft and Related Offences,1091,726521,88900,Secondary (Year 9-15),2
310,Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Composite,4
310,Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Contributing,10
310,Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Full Primary,41
310,Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Secondary (Year 7-15),2
310,Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",653,726521,88900,Secondary (Year 9-15),2
311,Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Composite,2
311,Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Full Primary,22
311,Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Secondary (Year 9-15),2
311,Waimakariri District,Acts Intended to Cause Injury,229,697534,67900,Teen Parent Unit,1
312,Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Composite,2
312,Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Full Primary,22
312,Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Secondary (Year 9-15),2
312,Waimakariri District,"Robbery, Extortion and Related Offences",28,697534,67900,Teen Parent Unit,1
313,Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Composite,2
313,Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Full Primary,22
313,Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Secondary (Year 9-15),2
313,Waimakariri District,Sexual Assault and Related Offences,46,697534,67900,Teen Parent Unit,1
314,Waimakariri District,Theft and Related Offences,799,697534,67900,Composite,2
314,Waimakariri District,Theft and Related Offences,799,697534,67900,Full Primary,22
314,Waimakariri District,Theft and Related Offences,799,697534,67900,Secondary (Year 9-15),2
314,Waimakariri District,Theft and Related Offences,799,697534,67900,Teen Parent Unit,1
315,Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Composite,2
315,Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Full Primary,22
315,Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Secondary (Year 9-15),2
315,Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",299,697534,67900,Teen Parent Unit,1
316,Waimate District,Acts Intended to Cause Injury,36,442382,8320,Contributing,2
316,Waimate District,Acts Intended to Cause Injury,36,442382,8320,Full Primary,6
316,Waimate District,Acts Intended to Cause Injury,36,442382,8320,Secondary (Year 7-15),1
317,Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Contributing,2
317,Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Full Primary,6
317,Waimate District,"Robbery, Extortion and Related Offences",2,442382,8320,Secondary (Year 7-15),1
318,Waimate District,Sexual Assault and Related Offences,6,442382,8320,Contributing,2
318,Waimate District,Sexual Assault and Related Offences,6,442382,8320,Full Primary,6
318,Waimate District,Sexual Assault and Related Offences,6,442382,8320,Secondary (Year 7-15),1
319,Waimate District,Theft and Related Offences,30,442382,8320,Contributing,2
319,Waimate District,Theft and Related Offences,30,442382,8320,Full Primary,6
319,Waimate District,Theft and Related Offences,30,442382,8320,Secondary (Year 7-15),1
320,Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Contributing,2
320,Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Full Primary,6
320,Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",58,442382,8320,Secondary (Year 7-15),1
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Composite,1
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Contributing,11
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Full Primary,19
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Intermediate,1
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Restricted Composite (Year 7-10),1
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Secondary (Year 7-15),1
321,Waipa District,Acts Intended to Cause Injury,281,871229,60500,Secondary (Year 9-15),2
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Composite,1
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Contributing,11
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Full Primary,19
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Intermediate,1
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Restricted Composite (Year 7-10),1
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Secondary (Year 7-15),1
322,Waipa District,"Robbery, Extortion and Related Offences",21,871229,60500,Secondary (Year 9-15),2
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Composite,1
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Contributing,11
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Full Primary,19
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Intermediate,1
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Restricted Composite (Year 7-10),1
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Secondary (Year 7-15),1
323,Waipa District,Sexual Assault and Related Offences,39,871229,60500,Secondary (Year 9-15),2
324,Waipa District,Theft and Related Offences,944,871229,60500,Composite,1
324,Waipa District,Theft and Related Offences,944,871229,60500,Contributing,11
324,Waipa District,Theft and Related Offences,944,871229,60500,Full Primary,19
324,Waipa District,Theft and Related Offences,944,871229,60500,Intermediate,1
324,Waipa District,Theft and Related Offences,944,871229,60500,Restricted Composite (Year 7-10),1
324,Waipa District,Theft and Related Offences,944,871229,60500,Secondary (Year 7-15),1
324,Waipa District,Theft and Related Offences,944,871229,60500,Secondary (Year 9-15),2
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Composite,1
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Contributing,11
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Full Primary,19
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Intermediate,1
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Restricted Composite (Year 7-10),1
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Secondary (Year 7-15),1
325,Waipa District,"Unlawful Entry With Intent/Burglary, Break and Enter",400,871229,60500,Secondary (Year 9-15),2
326,Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Composite,1
326,Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Contributing,3
326,Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Full Primary,9
326,Wairoa District,Acts Intended to Cause Injury,143,417440,9190,Secondary (Year 7-15),1
327,Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Composite,1
327,Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Contributing,3
327,Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Full Primary,9
327,Wairoa District,"Robbery, Extortion and Related Offences",3,417440,9190,Secondary (Year 7-15),1
328,Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Composite,1
328,Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Contributing,3
328,Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Full Primary,9
328,Wairoa District,Sexual Assault and Related Offences,7,417440,9190,Secondary (Year 7-15),1
329,Wairoa District,Theft and Related Offences,81,417440,9190,Composite,1
329,Wairoa District,Theft and Related Offences,81,417440,9190,Contributing,3
329,Wairoa District,Theft and Related Offences,81,417440,9190,Full Primary,9
329,Wairoa District,Theft and Related Offences,81,417440,9190,Secondary (Year 7-15),1
330,Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Composite,1
330,Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Contributing,3
330,Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Full Primary,9
330,Wairoa District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,417440,9190,Secondary (Year 7-15),1
331,Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Contributing,4
331,Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Full Primary,13
331,Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Intermediate,1
331,Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Secondary (Year 7-15),1
331,Waitaki District,Acts Intended to Cause Injury,70,467713,24000,Secondary (Year 9-15),3
332,Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Contributing,4
332,Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Full Primary,13
332,Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Intermediate,1
332,Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Secondary (Year 7-15),1
332,Waitaki District,"Robbery, Extortion and Related Offences",6,467713,24000,Secondary (Year 9-15),3
333,Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Contributing,4
333,Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Full Primary,13
333,Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Intermediate,1
333,Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Secondary (Year 7-15),1
333,Waitaki District,Sexual Assault and Related Offences,13,467713,24000,Secondary (Year 9-15),3
334,Waitaki District,Theft and Related Offences,128,467713,24000,Contributing,4
334,Waitaki District,Theft and Related Offences,128,467713,24000,Full Primary,13
334,Waitaki District,Theft and Related Offences,128,467713,24000,Intermediate,1
334,Waitaki District,Theft and Related Offences,128,467713,24000,Secondary (Year 7-15),1
334,Waitaki District,Theft and Related Offences,128,467713,24000,Secondary (Year 9-15),3
335,Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Contributing,4
335,Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Full Primary,13
335,Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Intermediate,1
335,Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Secondary (Year 7-15),1
335,Waitaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",102,467713,24000,Secondary (Year 9-15),3
336,Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Composite,1
336,Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Contributing,2
336,Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Full Primary,12
336,Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Secondary (Year 7-15),1
336,Waitomo District,"Abduction, Harassment and Other Related Offences Against a Person",2,398629,9670,Secondary (Year 9-15),1
337,Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Composite,1
337,Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Contributing,2
337,Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Full Primary,12
337,Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Secondary (Year 7-15),1
337,Waitomo District,Acts Intended to Cause Injury,80,398629,9670,Secondary (Year 9-15),1
338,Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Composite,1
338,Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Contributing,2
338,Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Full Primary,12
338,Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Secondary (Year 7-15),1
338,Waitomo District,"Robbery, Extortion and Related Offences",8,398629,9670,Secondary (Year 9-15),1
339,Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Composite,1
339,Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Contributing,2
339,Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Full Primary,12
339,Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Secondary (Year 7-15),1
339,Waitomo District,Sexual Assault and Related Offences,5,398629,9670,Secondary (Year 9-15),1
340,Waitomo District,Theft and Related Offences,113,398629,9670,Composite,1
340,Waitomo District,Theft and Related Offences,113,398629,9670,Contributing,2
340,Waitomo District,Theft and Related Offences,113,398629,9670,Full Primary,12
340,Waitomo District,Theft and Related Offences,113,398629,9670,Secondary (Year 7-15),1
340,Waitomo District,Theft and Related Offences,113,398629,9670,Secondary (Year 9-15),1
341,Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Composite,1
341,Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Contributing,2
341,Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Full Primary,12
341,Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Secondary (Year 7-15),1
341,Waitomo District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,398629,9670,Secondary (Year 9-15),1
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Composite,3
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Contributing,11
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Full Primary,17
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Intermediate,2
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Secondary (Year 7-15),1
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Secondary (Year 9-15),5
342,Whanganui District,"Abduction, Harassment and Other Related Offences Against a Person",8,499207,48700,Special School,1
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Composite,3
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Contributing,11
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Full Primary,17
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Intermediate,2
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Secondary (Year 7-15),1
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Secondary (Year 9-15),5
343,Whanganui District,Acts Intended to Cause Injury,499,499207,48700,Special School,1
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Composite,3
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Contributing,11
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Full Primary,17
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Intermediate,2
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Secondary (Year 7-15),1
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Secondary (Year 9-15),5
344,Whanganui District,"Robbery, Extortion and Related Offences",26,499207,48700,Special School,1
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Composite,3
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Contributing,11
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Full Primary,17
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Intermediate,2
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Secondary (Year 7-15),1
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Secondary (Year 9-15),5
345,Whanganui District,Sexual Assault and Related Offences,55,499207,48700,Special School,1
